customer_id,name,kana,birth_date,gender,age,occupation,income_band,segment,zip_code,address,phone,my_number,deposit_balance_manyen,managed_asset_manyen,branch_id,employee_id,account_open_date
C00495,伊藤 裕美子,ヤマダ ミカコ,1949-01-18,女性,77,税理士,800-1000万,マスリテール,614-0107,栃木県小山市長間4-3,0282-90-8648,628777813376,515,511,B14,E079,2022-08-23
C00496,清水 英樹,サトウ キョウスケ,1947-10-23,男性,78,歯科医師,1000-1500万,準富裕層,357-0601,茨城県ひたちなか市横林4-4,0287-37-9757,897290018514,3028,713,B03,E012,2022-01-28
C00497,中村 香織,スズキ ケンイチ,1953-03-24,女性,73,弁護士,1000-1500万,マスリテール,291-9747,茨城県取手市押上5-14,0288-49-4662,225666851623,1240,166,B01,E003,2024-04-28
C00498,福田 治,ナカムラ マアヤ,1986-10-31,男性,39,会社員,500-800万,マスリテール,776-7001,茨城県取手市東三島5-1,0282-27-9775,449712122165,771,309,B01,E003,2010-11-09
C00499,鈴木 亮介,ナカムラ マイ,1971-10-04,男性,54,農業,300-500万,マスリテール,712-3425,栃木県佐野市西川2-16,0287-78-3415,411820919608,783,304,B12,E049,2007-03-10
C00500,佐々木 裕樹,ヨシダ ハナコ,1958-03-30,男性,68,不動産賃貸業,1000-1500万,超富裕層,588-5797,栃木県那須塩原市油井2-7,0288-48-1861,296606589329,21064,5880,B10,E041,2017-04-14
C00501,松本 里佳,ササキ サユリ,1990-01-24,女性,36,年金生活者,800-1000万,マス,238-4759,栃木県佐野市上高野3-7,0287-90-7451,242151905143,194,199,B10,E040,2005-01-12
C00502,山田 陽一,イシカワ シュウヘイ,1985-10-10,男性,40,経営者,1000-1500万,マスリテール,424-6783,栃木県佐野市中鉢石町2-7,0280-45-1149,896124697616,670,0,B11,E047,2011-09-05
C00503,佐藤 修平,ワタナベ カオリ,1960-09-11,男性,65,公務員,1000-1500万,富裕層,518-9011,茨城県鹿嶋市隼町2-2,029-85-6545,579289970775,7219,0,B01,E002,2020-05-04
C00504,池田 花子,イシカワ ヨウコ,1993-12-18,女性,32,弁護士,800-1000万,マス,852-2877,栃木県小山市上高野4-3,0288-79-7260,792671778532,174,0,B10,E075,2011-08-12
C00505,西村 直樹,オガワ リカ,1951-12-04,男性,74,医師,1500-3000万,準富裕層,159-7546,茨城県石岡市元浅草4-9,0287-32-3967,629930072535,1240,1012,B07,E030,2022-12-01
C00506,後藤 翼,ムラカミ ソウタロウ,1973-10-23,男性,52,医師,1000-1500万,富裕層,694-5169,茨城県筑西市元浅草5-18,0287-35-4399,825702074238,8186,3029,B04,E014,2005-05-17
C00507,小川 涼平,スズキ クミコ,1959-04-21,男性,67,会社役員,1500-3000万,準富裕層,031-5556,茨城県つくば市港南1-18,0282-24-2386,237352746756,2340,0,B03,E013,2017-07-13
C00508,木村 拓真,ハヤシ リョウスケ,1984-11-23,男性,41,公務員,800-1000万,マスリテール,315-5152,茨城県古河市土呂部5-12,0283-88-9365,856815497902,,395,B04,E014,2010-06-07
C00509,佐々木 翔太,ヤマダ ナナミ,1956-01-09,男性,70,弁護士,800-1000万,準富裕層,309-2867,栃木県鹿沼市無栗屋4-3,0283-52-5270,814604313686,1706,587,B10,E039,2012-06-26
C00510,後藤 零,ヨシダ アキラ,1985-09-30,男性,40,税理士,1000-1500万,マスリテール,926-8192,茨城県筑西市渡辺5-6,0285-39-6183,967550962446,567,155,B06,E025,2008-10-21
C00511,石川 直人,フジタ クミコ,1984-03-29,男性,42,医師,500-800万,マスリテール,100-8456,茨城県土浦市油井3-1,029-68-4640,959444442469,731,218,B06,E022,2009-02-07
C00512,山田 桃子,サトウ レイ,1947-03-31,女性,79,不動産賃貸業,1000-1500万,超富裕層,868-9736,茨城県ひたちなか市前弥六5-4,029-41-6210,928698951638,8804,0,B03,E012,2011-09-01
C00513,鈴木 七夏,キムラ ソウタロウ,1977-07-31,女性,49,自営業,500-800万,マスリテール,214-5257,茨城県ひたちなか市木立1-12,0287-51-7852,605546799657,709,0,B03,E010,2008-11-07
C00514,松本 美加子,ワタナベ ケンイチ,1958-12-15,女性,67,自営業,300-500万,マスリテール,015-9168,茨城県ひたちなか市花川戸4-11,0288-31-2302,899193311874,745,114,B07,E028,2007-01-18
C00515,井上 淳,オオタ ヨウイチ,1959-06-12,男性,67,不動産賃貸業,1500-3000万,準富裕層,250-2806,栃木県日光市蟇沼1-13,029-98-4115,107498657548,1517,991,B15,E080,2011-03-25
C00516,井上 あすか,サトウ リョウヘイ,1979-06-13,女性,47,弁護士,300-500万,マスリテール,108-6284,栃木県那須塩原市西小来川1-14,0285-68-3793,469853521665,825,151,B10,E075,2006-09-22
C00517,田中 学,シミズ ナナミ,1961-12-12,男性,64,税理士,1500-3000万,富裕層,202-8740,茨城県取手市方京2-10,0287-85-1580,610823715108,5883,0,B03,E013,2024-06-21
C00518,木村 治,スズキ ナナミ,1979-11-28,男性,46,会社員,300-500万,マス,727-7625,栃木県真岡市上野公園2-3,0283-85-3518,234908011080,347,66,B13,E078,2009-08-20
C00519,高橋 陽子,フジイ マアヤ,1954-05-08,女性,72,弁護士,800-1000万,富裕層,939-5412,茨城県ひたちなか市東神田1-15,0287-76-3651,487147812638,5278,0,B01,E066,2014-01-24
C00520,佐藤 加奈,ササキ サユリ,1959-05-24,女性,67,経営者,1000-1500万,準富裕層,356-9903,茨城県古河市山中新田1-6,0287-45-8852,834266315497,1567,0,B07,E029,2015-02-28
C00521,長谷川 加奈,イノウエ カオリ,1985-05-30,女性,41,農業,1000-1500万,マスリテール,545-7552,茨城県取手市台場5-13,0280-34-2767,124879512734,1722,0,B01,E002,2016-10-23
C00522,清水 英樹,マツダ タクマ,1948-05-15,男性,78,年金生活者,800-1000万,マス,213-9682,茨城県ひたちなか市筑土八幡町4-3,0288-74-5059,270156352877,258,0,B02,E007,2020-09-07
C00523,木村 太一,タナカ ミノル,1948-12-21,男性,77,税理士,1000-1500万,マスリテール,953-9407,茨城県日立市蔵前5-20,0280-44-3436,229834216511,209,0,B03,E010,2007-04-16
C00524,中村 加奈,タナカ マアヤ,1948-07-20,女性,78,弁護士,300-500万,マス,111-9771,茨城県取手市芝浦5-10,0287-49-4633,569595308145,254,0,B06,E025,2011-07-20
C00525,鈴木 くみ子,マエダ ミノル,1952-08-10,女性,74,年金生活者,1000-1500万,準富裕層,544-4775,茨城県取手市芝大門2-11,029-43-1669,155836876656,1986,0,B01,E066,2017-04-24
C00526,田中 稔,ヤマモト ナナミ,1991-11-04,男性,34,税理士,500-800万,マスリテール,959-7122,栃木県足利市丸の内ＪＰタワー1-1,0287-90-3134,496559534812,433,156,B10,E075,2024-10-21
C00527,斎藤 桃子,コンドウ ナナミ,1948-03-08,女性,78,弁護士,300-500万,マスリテール,922-8992,栃木県鹿沼市西小来川1-2,0283-44-4160,592652763636,440,0,B12,E048,2005-01-07
C00528,鈴木 七夏,イトウ ユウキ,1975-02-05,女性,51,税理士,500-800万,マスリテール,640-5212,茨城県ひたちなか市芝浦5-12,0282-77-2923,580653437281,638,173,B01,E001,2013-02-13
C00529,井上 稔,ササキ シュウヘイ,1973-04-29,男性,53,歯科医師,800-1000万,マスリテール,863-5902,茨城県筑西市大京町4-13,0283-54-4390,100790558940,693,112,B08,E032,2008-02-01
C00530,高橋 治,タカハシ リョウヘイ,1969-10-26,男性,56,農業,3000万以上,富裕層,447-2224,栃木県佐野市細竹3-18,029-41-4668,684311456308,6070,0,B09,E035,2007-09-30
C00531,石井 涼平,シミズ ミカコ,1970-12-24,男性,55,税理士,800-1000万,マス,565-7373,茨城県水戸市芝公園3-20,0282-61-2363,877158989846,117,21,B04,E016,2012-02-09
C00532,吉田 明美,コンドウ チヨ,1981-04-26,女性,45,不動産賃貸業,3000万以上,富裕層,275-6731,栃木県小山市吾妻橋3-1,0283-94-2743,919147339027,5115,3950,B10,E075,2016-07-11
C00533,松田 裕美子,ハシモト カナ,1974-08-05,女性,52,年金生活者,800-1000万,マスリテール,984-1311,茨城県取手市湯本塩原2-15,0280-75-7039,200841566728,783,214,B06,E025,2019-08-09
C00534,山田 治,イトウ ミツル,1982-10-28,男性,43,歯科医師,1000-1500万,準富裕層,983-1279,茨城県ひたちなか市竜泉2-6,0288-70-4077,254917125833,7178,0,B03,E009,2020-12-17
C00535,斎藤 花子,ヤマダ ナオト,1991-03-17,女性,35,年金生活者,500-800万,マスリテール,587-5431,茨城県水戸市高田馬場1-1,0288-25-3165,947175182116,,711,B07,E027,2012-01-22
C00536,山本 篤司,イシカワ ユミコ,1958-04-13,男性,68,会社役員,1000-1500万,富裕層,644-7752,茨城県土浦市小入1-18,0287-54-9906,122003441815,7328,4147,B03,E009,2016-06-16
C00537,岡田 陽子,ヤマモト オサム,1951-06-20,女性,75,医師,800-1000万,準富裕層,078-4552,茨城県土浦市花島4-13,0280-65-5699,855394510536,4407,0,B01,E004,2007-08-27
C00538,渡辺 淳,ナカジマ マナブ,1953-11-26,男性,72,自営業,1000-1500万,準富裕層,605-2476,栃木県那須塩原市秋葉原1-2,0283-39-3917,681661529940,4312,0,B10,E040,2012-05-24
C00539,渡辺 千代,タナカ モモコ,1988-12-16,女性,37,歯科医師,1500-3000万,マスリテール,351-1382,栃木県佐野市横林4-12,0282-29-1035,267409447530,1073,0,B09,E035,2016-11-28
C00540,村上 舞,イトウ ミカコ,1982-01-09,女性,44,自営業,500-800万,マスリテール,171-3454,茨城県つくば市丸の内ＪＰタワー2-13,0282-60-9097,630101322298,949,384,B04,E069,2006-02-01
C00541,前田 加奈,タカハシ タクマ,1969-04-14,女性,57,歯科医師,1500-3000万,準富裕層,487-8724,栃木県真岡市天神島5-18,0288-49-7301,736014295182,4493,0,B09,E037,2012-08-06
C00542,佐々木 京助,サトウ ミカコ,1964-06-24,男性,62,経営者,3000万以上,富裕層,323-8687,栃木県小山市長畑3-15,0280-90-7898,328674785130,19553,1064,B09,E035,2006-12-13
C00543,三浦 翼,ナカムラ ナオコ,1985-11-30,男性,40,医師,3000万以上,マスリテール,261-9571,茨城県古河市白金1-4,0287-94-2208,130744119793,927,0,B01,E002,2014-03-22
C00544,石川 浩,マツモト ミノル,1980-03-15,男性,46,弁護士,3000万以上,マス,184-5132,茨城県鹿嶋市手岡4-11,0285-21-5698,267981611243,221,48,B05,E017,2018-06-16
C00545,佐藤 和也,イケダ タロウ,1956-03-10,男性,70,不動産賃貸業,1500-3000万,準富裕層,290-4127,栃木県佐野市上高野5-17,0282-49-7941,275799240152,2507,5708,B14,E056,2005-09-06
C00546,佐藤 陽子,ミウラ ミツル,1951-03-19,女性,75,歯科医師,300-500万,マスリテール,980-1965,栃木県日光市前弥六5-3,0288-79-8821,818604677761,365,0,B16,E081,2022-02-16
C00547,小林 里佳,サカモト ユウキ,1954-05-25,女性,72,歯科医師,500-800万,準富裕層,301-7650,茨城県日立市二つ室3-20,0288-62-1459,410266418472,5220,0,B06,E023,2017-10-10
C00548,藤田 裕樹,ワタナベ カオリ,1959-02-21,男性,67,弁護士,800-1000万,マスリテール,063-6271,栃木県宇都宮市芝大門5-16,029-26-6154,109915382378,500,199,B09,E036,2011-08-27
C00549,渡辺 直子,ヨシダ ナオキ,1994-12-12,女性,31,農業,500-800万,マス,205-9999,栃木県日光市白金1-17,0288-39-1388,974400260672,231,30,B11,E046,2008-07-27
C00550,鈴木 英樹,イトウ リカ,1950-06-02,男性,76,税理士,300-500万,マス,452-4243,茨城県筑西市南郷屋5-20,0287-86-6593,965210339330,171,267,B08,E032,2005-09-12
C00551,木村 直子,サトウ ミキ,1952-08-04,女性,74,不動産賃貸業,3000万以上,富裕層,655-0014,茨城県日立市中小来川4-4,0285-60-3780,426134287055,7373,3813,B05,E018,2018-04-17
C00552,高橋 花子,キムラ モモコ,1981-01-31,女性,45,会社員,500-800万,マス,789-8039,茨城県ひたちなか市雷門4-14,0288-99-3113,501325298984,155,362,B01,E005,2013-09-20
C00553,井上 明美,ミウラ ミキ,1951-03-08,女性,75,会社員,1500-3000万,マス,548-5880,栃木県宇都宮市日比谷公園5-2,0287-51-1130,418279831410,411,0,B13,E078,2018-08-21
C00554,佐藤 里佳,コバヤシ リョウスケ,1994-01-02,女性,32,医師,800-1000万,マス,082-7530,茨城県筑西市羽折町4-4,029-43-2775,537753764499,251,0,B02,E067,2017-12-15
C00555,井上 真綾,ヤマモト タクマ,1990-09-19,女性,35,医師,1500-3000万,富裕層,645-5886,茨城県日立市蔵前3-15,029-89-3551,619469996645,4263,0,B03,E010,2006-09-12
C00556,石川 くみ子,タナカ ユウタ,1995-10-24,女性,30,不動産賃貸業,1500-3000万,準富裕層,244-8015,栃木県大田原市芝大門3-9,0287-42-2369,173623203651,1830,0,B10,E040,2006-04-06
C00557,山口 美加子,サトウ アツシ,1962-03-22,女性,64,経営者,500-800万,富裕層,738-0701,茨城県取手市高輪3-10,0280-45-6722,563607109246,11727,436,B06,E025,2007-05-14
C00558,太田 亮介,ナカジマ ショウタ,1992-02-29,男性,34,経営者,1000-1500万,マスリテール,037-2319,茨城県石岡市千束2-11,0287-60-1232,646094296641,466,317,B08,E033,2018-01-28
C00559,青木 陽子,イトウ ミツル,1951-08-29,女性,75,税理士,1000-1500万,マスリテール,176-0818,茨城県石岡市麹町4-7,0282-46-4131,847202953082,963,81,B01,E005,2021-05-31
C00560,山田 さゆり,ハセガワ カズヤ,1950-10-28,女性,75,会社員,3000万以上,マス,609-3613,栃木県大田原市東三島4-12,0282-89-7977,468358218642,,48,B15,E058,2021-02-01
C00561,中村 真綾,スズキ ユミコ,1972-11-02,女性,53,公務員,1000-1500万,マスリテール,329-3493,栃木県大田原市中鉢石町3-20,0288-32-2435,194935149836,353,111,B15,E058,2016-11-10
C00562,佐藤 直子,マエダ ケンイチ,1980-07-05,女性,46,医師,1500-3000万,富裕層,566-2703,栃木県日光市富久町5-2,0287-57-7891,345723115445,10608,0,B09,E037,2009-11-15
C00563,高橋 陽一,ゴトウ アケミ,1989-11-09,男性,36,弁護士,800-1000万,マスリテール,082-0104,栃木県大田原市中宮祠1-12,0288-48-9315,393275847844,1269,174,B09,E036,2008-08-03
C00564,橋本 裕美子,カトウ ミキ,1980-04-22,女性,46,年金生活者,300-500万,マス,211-2344,茨城県石岡市上広谷4-8,0283-70-4156,807021487086,319,0,B04,E069,2015-06-18
C00565,伊藤 さゆり,ハヤシ ユウキ,1970-06-29,女性,56,歯科医師,500-800万,マスリテール,973-1442,栃木県小山市皇居外苑5-4,0287-93-7422,941139412121,495,215,B12,E050,2011-12-16
C00566,井上 修平,オカモト カズヤ,1976-07-25,男性,50,会社員,1000-1500万,マス,883-8842,栃木県栃木市日本堤3-7,0283-51-7194,386776648200,137,180,B13,E051,2009-05-21
C00567,渡辺 修平,オガワ ミノル,1988-01-12,男性,38,年金生活者,800-1000万,マス,933-7772,茨城県石岡市鳥越1-4,0280-56-5292,301410793926,397,0,B03,E009,2008-07-11
C00568,佐藤 春香,タナカ ナオコ,1962-01-18,女性,64,弁護士,800-1000万,富裕層,824-7424,茨城県取手市中鉢石町4-11,0287-77-3639,427189777251,5194,0,B01,E001,2007-02-02
C00569,西村 健一,ゴトウ ナオキ,1971-04-05,男性,55,医師,1500-3000万,富裕層,072-3855,栃木県足利市戸山2-20,029-88-1377,664865487036,7443,0,B14,E055,2016-11-08
C00570,加藤 花子,ゴトウ タイチ,1956-08-13,女性,70,医師,500-800万,富裕層,242-6759,茨城県筑西市木立3-15,0287-83-8144,375707068604,3860,0,B03,E010,2012-07-05
C00571,鈴木 裕美子,サトウ マイ,1952-05-23,女性,74,公務員,3000万以上,準富裕層,950-9984,茨城県鹿嶋市浅草橋4-15,0285-96-5451,451396581302,3399,0,B03,E013,2008-07-24
C00572,高橋 知実,マツダ サトミ,1962-02-16,女性,64,公務員,500-800万,準富裕層,032-9317,茨城県つくば市日光1-17,0282-95-7714,762685422866,2740,0,B01,E066,2010-08-12
C00573,近藤 美加子,タナカ ハナコ,1956-03-18,女性,70,公務員,500-800万,マス,302-9889,栃木県那須塩原市氏家3-5,0288-60-3003,447933724403,278,0,B15,E058,2020-10-15
C00574,木村 英樹,スズキ リョウスケ,1971-08-11,男性,55,自営業,500-800万,マスリテール,882-3546,栃木県鹿沼市上野桜木1-19,0287-73-8130,994718066410,762,290,B10,E040,2021-09-27
C00575,佐藤 翼,イトウ ツバサ,1974-07-21,男性,52,自営業,1000-1500万,富裕層,913-9695,茨城県石岡市四区町3-19,0285-50-1348,118404093430,3511,0,B03,E068,2023-04-11
C00576,加藤 篤司,ナカガワ ユウタ,1984-03-13,男性,42,自営業,500-800万,マスリテール,034-6974,栃木県佐野市三筋3-11,0288-64-7559,710227953596,298,226,B11,E045,2012-11-20
C00577,山田 翔太,イノウエ アキラ,1980-05-07,男性,46,公務員,300万未満,マスリテール,416-3571,茨城県水戸市油井1-5,029-61-8138,285655722023,953,188,B08,E031,2012-03-02
C00578,山崎 香織,ササキ ソウタロウ,1953-04-02,女性,73,農業,3000万以上,準富裕層,470-9345,茨城県日立市独鈷沢3-11,0287-98-7218,865663442118,958,0,B03,E010,2024-07-11
C00579,藤田 真綾,オガワ タロウ,1976-12-18,女性,49,医師,800-1000万,マス,720-0022,栃木県栃木市蟇沼5-16,0287-82-5596,947491156089,250,196,B15,E080,2012-09-12
C00580,松本 七夏,マエダ ヨウコ,1972-08-30,女性,54,税理士,500-800万,マスリテール,813-3393,茨城県日立市方京1-16,029-47-1215,339102972361,311,577,B03,E012,2017-05-29
C00581,石川 篤司,サカモト カナ,1964-07-12,男性,62,自営業,3000万以上,マス,476-0669,栃木県真岡市京橋2-17,029-36-4584,503369143220,143,122,B12,E077,2012-04-30
C00582,木村 康弘,タカハシ タイチ,1957-03-03,男性,69,公務員,300-500万,マス,116-7839,栃木県真岡市幸手1-4,0280-22-8550,392861062872,157,432,B16,E061,2020-01-24
C00583,山本 直子,ワタナベ カオリ,1964-01-05,女性,62,会社員,500-800万,マスリテール,463-7966,茨城県古河市西浅草1-15,0282-67-2602,813175601763,338,157,B08,E073,2015-07-14
C00584,山田 結衣,ヤマダ ハルカ,1985-10-17,女性,40,弁護士,800-1000万,マスリテール,968-1075,栃木県日光市鍛冶ケ沢4-4,0287-26-5078,224377836474,506,0,B10,E039,2022-11-02
C00585,鈴木 拓真,ヤマモト オサム,1950-07-30,男性,76,不動産賃貸業,3000万以上,超富裕層,282-1835,茨城県取手市横林4-13,029-48-5395,325465045487,9291,0,B01,E002,2014-12-05
C00586,松本 里佳,ヤマモト ミノル,1972-08-11,女性,54,年金生活者,300-500万,マスリテール,135-7764,栃木県鹿沼市丸の内ＪＰタワー4-10,0288-50-3789,848677707360,897,0,B11,E043,2013-05-27
C00587,山本 香織,エンドウ ショウタ,1987-07-31,女性,39,自営業,1000-1500万,マス,532-5503,茨城県水戸市虎ノ門虎ノ門ヒルズ森タワー5-12,0285-94-1016,616459124717,281,208,B02,E006,2016-07-28
C00588,佐々木 稔,ヤマダ ユミコ,1951-09-24,男性,74,不動産賃貸業,500-800万,準富裕層,808-5021,茨城県ひたちなか市小入3-15,0285-64-9940,826954737804,2565,0,B01,E004,2020-10-13
C00589,佐々木 七夏,タカハシ ソウタロウ,1968-04-01,女性,58,会社役員,1500-3000万,超富裕層,170-2634,茨城県石岡市元浅草4-4,0282-86-1339,822500496335,11611,0,B03,E010,2010-09-15
C00590,村上 裕樹,タカハシ カズヤ,1947-02-06,男性,79,弁護士,3000万以上,マスリテール,324-9413,茨城県日立市山中新田3-18,0285-87-3866,485168657167,436,0,B05,E019,2013-10-26
C00591,田中 結衣,モリ タロウ,1952-07-18,女性,74,税理士,1000-1500万,マスリテール,459-8845,茨城県石岡市氏家新田3-10,029-21-9174,855601712323,,442,B06,E023,2015-09-03
C00592,西村 拓真,フジタ ミカコ,1992-04-25,男性,34,農業,500-800万,マスリテール,159-0070,茨城県ひたちなか市吾妻橋1-15,029-47-5636,752085430929,960,0,B08,E031,2024-07-05
C00593,山崎 七夏,サカモト ユミコ,1979-01-04,女性,47,会社役員,800-1000万,富裕層,818-9260,茨城県ひたちなか市戸山5-18,0280-31-5434,317896804036,2794,0,B01,E004,2011-10-10
C00594,石川 涼平,タカハシ ヒデキ,1950-12-17,男性,75,税理士,1000-1500万,準富裕層,025-6580,栃木県足利市神明内3-10,0283-59-3839,579163334617,1278,0,B09,E036,2013-12-02
C00595,中村 学,ハヤシ ショウタ,1984-11-04,男性,41,年金生活者,500-800万,マス,785-4553,栃木県佐野市上吉羽5-15,0283-43-7159,580322738421,207,0,B12,E048,2005-06-14
C00596,森 香織,タナカ ハナコ,1975-10-05,女性,50,経営者,3000万以上,富裕層,523-0918,茨城県鹿嶋市勝どき1-18,029-73-2448,253570234137,6062,1728,B02,E008,2012-12-13
C00597,小林 春香,ワタナベ タロウ,1960-09-17,女性,65,歯科医師,1000-1500万,マスリテール,456-9191,栃木県大田原市前弥六2-13,0287-20-8582,940986727306,762,0,B11,E047,2009-04-25
C00598,中島 翼,ヤマモト マイ,1982-02-27,男性,44,医師,1500-3000万,マス,424-2286,茨城県日立市前弥六5-17,0287-26-4359,256836159788,130,154,B08,E073,2007-11-16
C00599,佐々木 亮介,スズキ ユミコ,1983-07-24,男性,43,税理士,800-1000万,マスリテール,090-0108,茨城県日立市虎ノ門5-4,0280-46-2697,127804511908,839,0,B02,E067,2017-10-10
C00600,加藤 英樹,ヤマシタ クミコ,1955-02-28,男性,71,税理士,1500-3000万,マスリテール,852-6254,茨城県ひたちなか市羽折町5-15,0288-98-3018,260770734944,688,0,B06,E071,2016-01-29
C00601,長谷川 聡太郎,ササキ ミカコ,1956-06-13,男性,70,経営者,1000-1500万,準富裕層,810-0040,茨城県日立市渡辺5-16,0282-55-7409,866161266347,1585,500,B01,E001,2010-04-03
C00602,高橋 七夏,タナカ リカ,1957-06-25,女性,69,歯科医師,1500-3000万,準富裕層,122-4541,茨城県石岡市台東4-2,0282-37-8666,898358932789,2024,1105,B08,E073,2024-11-19
C00603,斎藤 太郎,キムラ ナオコ,1977-01-10,男性,49,会社員,1000-1500万,マスリテール,487-1959,茨城県取手市北青山5-3,0280-39-6764,893091194888,1293,0,B03,E013,2015-04-02
C00604,近藤 健一,タカハシ トモヤ,1989-10-16,男性,36,税理士,800-1000万,マスリテール,138-5855,茨城県つくば市氏家新田5-17,0288-87-5247,865060041807,529,370,B05,E019,2006-01-22
C00605,吉田 春香,ヤマモト ナオト,1977-08-02,女性,49,不動産賃貸業,500-800万,マスリテール,078-8419,栃木県栃木市上高野1-6,0287-69-7882,172681050625,351,384,B09,E034,2020-04-30
C00606,藤田 学,イノウエ リョウスケ,1961-02-15,男性,65,会社役員,1000-1500万,準富裕層,865-4932,栃木県鹿沼市上広谷5-7,0280-52-9046,844908454203,4436,490,B09,E036,2018-09-16
C00607,鈴木 浩,ハセガワ アケミ,1951-12-26,男性,74,公務員,500-800万,マスリテール,288-6111,茨城県つくば市蔵前1-12,0288-72-9955,181022372594,971,447,B03,E011,2013-03-29
C00608,鈴木 くみ子,ムラカミ ヨウイチ,1990-09-30,女性,35,弁護士,300-500万,マス,628-8612,茨城県日立市三ノ輪4-14,0287-68-2161,188343836961,336,165,B03,E010,2019-04-02
C00609,加藤 香織,ハセガワ レイ,1945-11-20,女性,80,医師,1000-1500万,準富裕層,356-5104,栃木県那須塩原市勝どき1-6,0282-29-9755,364464139737,2497,230,B11,E047,2007-10-13
C00610,坂本 陽子,タナカ ナナミ,1946-06-20,女性,80,公務員,500-800万,マスリテール,834-1943,栃木県宇都宮市神明内2-7,0283-62-2021,642177847472,372,215,B15,E058,2007-07-30
C00611,池田 聡太郎,タナカ オサム,1966-08-31,男性,60,会社員,300万未満,マス,781-1830,栃木県宇都宮市二つ室4-17,0280-64-8069,432763726359,333,250,B12,E049,2005-05-18
C00612,前田 篤司,スズキ ヨウイチ,1978-08-25,男性,48,会社役員,500-800万,準富裕層,607-0971,茨城県取手市上野公園2-14,0287-74-3257,581532763219,3083,1893,B01,E001,2007-05-19
C00613,佐藤 七夏,マエダ ヨウイチ,1951-04-25,女性,75,会社員,500-800万,マス,616-3365,栃木県日光市木立5-2,0288-21-5094,163619726599,234,0,B14,E054,2008-09-11
C00614,佐藤 くみ子,オオタ ハルカ,1962-12-17,女性,63,歯科医師,1500-3000万,超富裕層,875-8202,茨城県鹿嶋市中川崎1-3,029-52-9907,642050045387,,3887,B01,E066,2015-02-05
C00615,鈴木 裕美子,マツモト ユウキ,1954-10-08,女性,71,弁護士,1500-3000万,富裕層,288-2814,栃木県日光市元浅草1-2,0282-72-8966,187101008404,8428,2507,B10,E039,2005-02-01
C00616,西村 零,コバヤシ ユミコ,1954-06-10,男性,72,税理士,1000-1500万,マスリテール,689-1758,栃木県足利市柿木沢1-16,0288-24-5428,745438954998,737,158,B14,E057,2021-09-10
C00617,吉田 直人,カトウ ヤスヒロ,1995-03-19,男性,31,会社役員,500-800万,マスリテール,126-7633,茨城県鹿嶋市無栗屋1-8,0280-68-4021,575280761824,1146,0,B04,E014,2015-05-25
C00618,前田 裕樹,イノウエ アスカ,1949-03-12,男性,77,農業,800-1000万,富裕層,505-1895,栃木県宇都宮市芝公園3-20,0285-74-1935,219431859411,8336,755,B10,E042,2010-09-03
C00619,池田 美加子,イノウエ ソウタロウ,1995-03-25,女性,31,農業,500-800万,マスリテール,438-3093,茨城県土浦市東大和町5-10,0282-93-7465,774475677863,554,122,B06,E024,2022-11-23
C00620,福田 春香,サトウ ミノル,1970-01-27,女性,56,年金生活者,300万未満,マスリテール,107-6494,茨城県水戸市富久町3-16,0287-91-4569,161884512557,382,261,B05,E021,2015-06-15
C00621,鈴木 真綾,ハシモト カナ,1982-10-23,女性,43,不動産賃貸業,1000-1500万,マスリテール,913-2764,栃木県佐野市東三島3-16,0280-49-3858,819913610493,590,0,B15,E058,2012-04-10
C00622,中村 学,タカハシ マイ,1981-12-25,男性,44,歯科医師,800-1000万,マスリテール,285-9534,茨城県土浦市上広谷1-9,0282-22-6789,888300193111,707,0,B03,E009,2020-02-16
C00623,中村 陽子,オカモト モモコ,1959-03-23,女性,67,医師,800-1000万,富裕層,786-7448,栃木県鹿沼市美原町3-14,029-74-5638,126384325486,6040,0,B09,E036,2007-06-12
C00624,佐々木 里佳,サトウ ユウタ,1947-09-12,女性,78,会社員,800-1000万,富裕層,069-8161,栃木県鹿沼市独鈷沢1-4,0283-47-6129,888172867883,10349,1920,B09,E074,2024-06-10
C00625,斎藤 花子,ヤマモト マナブ,1949-11-29,女性,76,弁護士,800-1000万,マスリテール,078-8518,栃木県鹿沼市台東5-14,0283-35-9646,159262841586,957,549,B11,E047,2020-11-08
C00626,山本 幹,ヤマグチ ユイ,1962-07-10,女性,64,会社員,3000万以上,マスリテール,880-8856,茨城県土浦市吾妻橋4-11,0287-34-4949,905070176941,378,100,B08,E073,2005-05-10
C00627,中川 加奈,ヤマダ マアヤ,1967-07-27,女性,59,農業,500-800万,マスリテール,036-0538,茨城県つくば市押上5-8,0288-72-3263,386068640364,395,61,B05,E019,2016-02-18
C00628,斉藤 健一,ヨシダ ナナミ,1981-07-02,男性,45,医師,3000万以上,マスリテール,499-1792,茨城県日立市千束2-2,0288-75-1392,283352353879,835,147,B05,E017,2018-03-15
C00629,佐々木 さゆり,カトウ ナオキ,1975-02-21,女性,51,公務員,500-800万,マスリテール,386-5779,茨城県古河市脚折町3-19,0283-98-2765,894543755929,243,0,B02,E006,2011-05-30
C00630,林 くみ子,ナカムラ ユミコ,1946-05-16,女性,80,自営業,1500-3000万,富裕層,912-5591,茨城県つくば市芝浦2-19,0288-85-2372,748573492614,9249,0,B01,E005,2006-12-13
